chinas,3
chit,1
chkp,1
choice,1
christmas,7
chrm,1
chroark,1
chum,2
churning,1
cib,1
cien,2
cisco,2
citi,1
citigroup,3
citrix,1
city,2
claim,1
claims,5
clean,2
clear,1
cleared,2
clearing,2
clearly,1
clears,1
click,2
clients,3
cliff,2
climate,2
climb,6
climbs,9
clne,1
clockwork,1
close,41
closed,5
closer,2
closes,7
closing,5
closng,2
closures,1
cloud,1
clubcard,2
cmon,2
cnbc,1
cndo,1
cnnbrk,1
cnp,1
cnpc,2
cnpclosed,1
co,3
coca,1
cocacola,2
cog,1
coh,1
coincident,1
coke,2
cola,1
cold,4
collaboration,2
combination,1
comcasts,2
come,7
comes,2
comibinations,1
coming,11
commented,1
comments,2
commercial,2
commercialise,2
commodities,3
commodity,1
communications,1
companies,5
companiesab,1
companiesactelion,1
companiescar,1
companiesdiageo,1
companiesdixons,1
companiesfresnillo,1
companieshome,1
companieshoward,1
companieskingfisher,1
companieslse,1
companiesmeggitt,1
companiesnew,1
companiestesco,1
companiestravis,1
companiesunilever,1
company,19
comparable,2
comparatives,1
compared,1
compass,2
competition,4
complete,4
completed,1
completes,4
compliance,2
component,1
compq,1
compton,4
conagra,1
concern,1
concerns,4
concrete,2
conditions,4
conference,1
confidence,1
confident,2
confirmation,2
confirmed,2
confirms,2
conglomerate,4
congrats,3
connolly,2
connors,1
consecutive,2
consent,2
consider,1
considered,2
considering,5
considers,2
consistent,1
consolidate,5
consolidates,2
consolidating,2
consolidation,11
constitute,2
contest,2
continuation,6
continue,10
continues,16
continueskantar,1
continuing,4
contract,8
contracts,2
contractual,1
conviction,4
coo,2
cooperate,1
copper,2
copyright,2
core,3
cornering,1
corp,5
corporation,1
correctedshire,1
correction,1
correlation,1
correleation,2
cost,13
costco,3
costs,4
could,26
counter,1
couple,4
court,3
coutts,1
cover,1
covered,3
coz,2
cpgx,1
cpix,1
cpxx,1
cr,2
cracking,2
craft,1
cramers,1
crash,1
crazy,3
cream,2
create,2
created,4
creating,3
credit,6
cree,1
creep,1
creme,1
crest,2
crew,1
crh,4
crhs,1
crisis,1
criticised,2
critics,2
crk,1
crm,2
croda,1
cross,8
crossed,1
crossing,2
crossover,4
crossovers,2
crown,2
crox,1
crunching,2
crus,1
crushed,2
csco,3
csx,2
ctrp,4
ctxs,3
cup,2
cupandhandle,2
currencies,3
currency,3
current,2
currently,5
customer,5
customers,2
cut,11
cuts,7
cutting,2
cvx,1
cyber,3
cypress,1
cytx,1
daiichi,4
daily,22
dailymail,1
dairy,1
damage,2
dandyduct,1
dara,1
darn,2
dasan,1
data,1
datasecurity,1
daughters,2
david,5
davies,3
dax,1
day,45
days,13
db,2
dbo,1
dbs,1
dcth,1
ddd,2
dea,1
dead,1
deadline,1
deal,51
dealmakers,1
deals,5
debate,1
debenhams,1
debt,12
dec,1
decent,2
declares,2
decline,2
declining,2
decreased,1
deere,2
defect,2
defends,5
delay,2
delayed,2
delays,2
deliveries,4
delivers,2
delivery,1
demand,3
denied,2
denies,2
dent,2
departures,2
depresses,2
deputy,2
desano,2
descending,8
despite,6
destroyed,2
det,2
details,2
deutsche,17
devaluation,1
developing,2
development,2
dgi,1
dia,2
diabetes,1
diageo,6
dialog,1
diamond,1
didnt,3
different,2
diffuse,2
digital,7
digits,1
digs,2
dip,10
dipping,1
dips,9
direct,2
direction,2
directionshttpstkscosowg,1
director,3
directors,1
disappoint,3
disappoints,2
disaster,1
discloses,2
disclosure,2
discounters,4
disease,2
disgraceful,2
dish,1
dismisses,2
disorder,1
dispels,2
distant,2
distinctive,2
distribution,2
disturbing,1
div,1
dive,1
divergence,2
divest,2
divestment,1
divi,1
divide,2
divided,2
dividend,66
dividends,6
dixons,5
dj,1
dji,2
djia,2
dlerch,1
dma,8
dmnd,1
dnf,1
dnkn,1
dnn,1
doesnt,1
dog,2
dojiknows,1
dojis,2
dollar,3
dollars,1
domestic,2
dominance,2
dominos,1
donald,1
done,2
dont,11
doom,1
doomed,2
dos,3
double,15
doubled,2
doubledigit,1
doubts,1
dow,2
downgrade,6
downgraded,9
downgrades,4
downplay,2
downside,14
downtrend,3
downward,3
dpz,2
dragging,1
drags,1
drive,12
driving,3
drop,9
dropping,1
drops,10
drug,26
drugmaker,1
drugmakers,2
drugs,3
dt,4
due,4
dug,1
dumping,2
dumps,1
dundrum,2
dunelm,1
duo,1
dutch,4
dvax,1
dwa,1
dx,1
dxcm,1
dyax,2
ea,3
earl,1
early,12
earnings,29
earningslots,1
easter,1
easy,2
easyjet,10
ebay,3
ecalling,1
ecb,3
eclipse,2
ecommerce,2
econ,2
economy,3
edges,3
edu,1
effect,3
efficiency,2
efforts,2
efut,1
egan,2
eggs,1
eght,1
egyptian,2
eightday,2
either,5
electriccar,1
eli,1
eln,1
else,1
elsevier,1
em,2
ema,4
email,2
embrace,2
emc,1
emerge,2
emerging,1
emergingmarkets,2
emirates,2
empty,1
enbca,1
end,14
ended,2
ending,1
endo,2
endofday,1
endp,8
ends,2
energy,4
engadget,1
engagement,2
engine,1
engineering,1
england,2
engulfing,5
ennismore,2
enough,4
ensure,2
ent,1
entering,2
enterprise,2
entertainment,5
entrepreneur,1
entry,11
enuff,2
eod,3
eports,1
eps,6
equilibrium,2
equities,2
equity,1
equitybacked,2
er,2
erases,2
ero,1
ers,1
escape,2
esf,1
esi,1
especially,1
espn,1
esports,2
essence,2
estates,1
estimated,2
estimates,4
etc,1
ete,1
ethanol,1
etn,1
eu,6
euro,1
europe,2
european,3
europeans,1
euros,3
eurusd,1
evaluating,1
evasion,2
even,5
evenue,1
ever,3
every,2
everyday,1
everydaywhich,1
everyone,4
everyones,2
everything,2
ew,1
ewbc,1
exact,1
exas,2
exbarclays,1
exceed,4
excellent,1
excentrica,2
exchange,4
exclusivebp,1
excuse,1
executive,2
exit,7
exits,2
exp,2
expanding,3
expands,2
expansion,5
expe,1
expect,1
expectations,4
expected,8
expecting,4
expects,6
expenses,1
expensive,1
experience,2
experiencing,2
expiration,1
expiring,1
expiry,1
explain,1
explore,2
explores,2
explosive,2
exposure,4
exsec,2
extends,2
extension,4
extreme,1
extremely,2
exxon,3
exxonmobil,1
eye,4
eyeing,1
eyes,1
face,4
facebook,7
facebooks,2
faces,9
facilities,1
facilitieskeeping,2
facing,2
factored,1
factory,1
facts,2
fade,2
fail,2
failed,1
failing,2
failings,2
fails,1
fairpoint,1
faith,1
fakeout,2
fall,19
fallen,1
falling,10
fallondpicks,1
falls,13
false,2
family,1
fanfare,1
far,11
fargo,8
farms,2
fast,6
fastenal,1
faster,1
fastjet,1
faulty,3
favor,2
favorite,1
favours,1
faz,1
fb,43
fbr,1
fda,17
fears,12
feb,3
february,6
fedday,1
feds,1
fee,4
feed,1
feedftse,2
feedschroders,1
femsa,1
festive,3
fgl,1
fight,1
files,2
fill,5
filledlookin,1
finally,11
finance,3
financial,9
financing,2
find,6
finding,4
finds,1
fine,3
fined,2
finfiz,1
fing,1
fingers,1
finish,1
finished,2
fintech,1
fio,4
fire,2
firm,4
firms,2
first,13
firsthalf,1
firstquarter,3
fishy,1
fisv,1
fitch,1
fitzstock,1
fix,1
flag,5
flagged,2
flagging,1
flagship,1
flashing,2
flat,3
flati,2
fletchtrade,1
float,4
floats,1
floor,1
flow,5
flush,1
flushed,1
fly,2
fmcn,1
fms,1
fo,1
focus,2
fokker,2
follow,7
followed,1
following,4
food,2
foods,1
foothold,2
footing,2
force,3
forces,2
forecast,3
forecasts,7
foreign,1
forever,1
forex,4
forges,2
forget,2
form,2
former,4
forming,2
forward,5
foul,1
found,2
foundation,2
founder,1
fouryear,2
fragile,2
frame,1
france,1
free,3
fresh,2
friday,7
friends,6
frp,1
frvan,1
ft,2
ftc,1
ftcnobody,1
fti,1
ftse,38
fuelling,1
full,4
fullyear,3
fund,2
fundam,1
fundementals,2
funding,1
fundredemption,1
funds,2
funny,1
fusioniq,1
future,3
fxe,2
fy,2
gain,6
gainers,4
gaining,3
gains,23
gainsadvances,2
gakrum,1
gale,1
game,2
games,1
gap,12
gapping,2
gardner,2
gas,5
gasoline,2
gate,1
gatecrash,2
gavin,2
gazprom,1
gazpromshell,1
gdx,3
gdxj,1
ge,1
general,9
generally,1
generals,1
generic,1
germanwings,1
germany,4
germanys,2
get,20
gets,10
gettin,3
getting,23
gevo,1
giant,1
gild,7
gilead,1
gilligans,3
giraffe,2
give,2
gives,3
gkn,1
glad,3
glaxos,1
glaxosmithkline,5
glaxosmithklines,1
gld,3
glencore,14
gleneagles,2
global,7
glut,1
gmcr,3
gme,1
gnrc,1
go,29
goals,2
god,1
goes,10
gogo,1
going,22
gold,5
golden,1
goldman,3
golupdating,1
gone,2
gonna,2
good,40
goodid,1
goodwin,1
goog,11
googl,10
google,4
got,13
gotta,3
government,2
gpro,2
gps,1
great,18
greek,2
green,20
greene,1
grew,1
grid,1
grinds,1
grocer,2
grocery,4
grolsch,3
gross,2
group,28
groupon,1
groups,1
grow,9
growing,5
grows,2
growth,36
grpn,2
gs,9
gsk,8
gtat,1
gte,1
guac,1
guaranteed,1
guess,5
guidance,4
guide,3
gundlach,2
guy,1
gvp,1
gwr,1
gww,1
gyrating,1
ha,1
hacking,1
haha,2
hails,1
hal,1
half,7
halfahair,2
halliburton,1
hammer,4
hammered,1
hammerson,1
handle,5
handou,1
handout,1
handset,1
hang,1
hangin,1
hanging,4
happen,1
happened,1
happens,1
happy,3
hard,4
hargreaves,2
harmongreg,1
harrison,1
hastings,1
hat,1
hated,2
hathaway,3
hathaways,2
hattersley,2
havent,1
hcp,1
hd,1
hdge,1
hdsi,1
head,16
headed,2
heading,6
heads,3
headshoulders,2
headwindsbullish,1
healthcare,2
hearing,2
heart,1
heartburn,1
heats,4
hedge,2
hedging,1
heed,2
heeeeeere,1
held,7
hello,1
help,2
helps,1
hemphill,2
herd,1
herelong,1
heresold,2
hhhmm,1
high,38
higher,48
highs,23
hike,6
hikes,3
hillier,2
hillshire,1
hilower,1
hires,6
historical,2
historically,1
hit,24
hitk,1
hits,3
hitting,7
hk,2
hlf,1
hod,19
hodshould,2
holcim,4
hold,11
holding,9
holdings,6
holy,1
home,3
homebuilders,1
homes,1
hong,3
hope,2
hopefully,1
hopes,1
hopeturock,1
hoping,2
horizontal,4
horizonte,1
horrible,2
hospitalized,4
hostile,2
hot,3
hotel,2
hotels,3
hought,1
hour,1
hourly,1
hours,1
house,2
housebuilder,1
housing,2
hover,2
howard,2
however,1
hpq,1
hrl,1
hrs,1
hs,2
hsbc,7
hsc,1
httpchartlyakvujxh,1
httpchartlybeyt,1
httpchartlylgbrr,1
httpchartlylhatn,1
httpchartlymlv,1
httpchartlynospq,1
httpchartlyxbhb,1
httpstcobdneknl,1
httpstcobfwsdbmu,1
httpstcobgvintkh,1
httpstcobiqlbtk,1
httpstcobizyabue,1
httpstcobjcski,1
httpstcobmvhcrwrea,1
httpstcocllmpinm,1
httpstcocscnzebb,1
httpstcocvkojkxn,1
httpstcocxahjixd,1
httpstcoczcfkbrlt,1
httpstcoczhixtuag,1
httpstcodevnlkhqtz,1
httpstcodnhhgvv,1
httpstcodqfuzozylh,1
httpstcodrbanunu,1
httpstcodsjysyr,1
httpstcoeafbvuqgp,1
httpstcoeqqltfuiou,1
httpstcoextzrriyp,1
httpstcofaatoqlw,1
httpstcofacnhtt,1
httpstcofdxaegi,1
httpstcofemhjtamqj,1
httpstcofpdqjutha,1
httpstcofpfbytypuy,1
httpstcoggneayzqn,1
httpstcogioofzbkv,1
httpstcogprzujfc,1
httpstcogyadbjsq,1
httpstcohboudrb,1
httpstcohfklqwobv,1
httpstcohhmxsitwm,1
httpstcohmoegfhgvn,1
httpstcohqtqxou,1
httpstcohsqdovry,1
httpstcohvqxpzg,1
httpstcohzwdpza,1
httpstcoimkygocyc,1
httpstcoimlxzyna,1
httpstcoiridzdgc,1
httpstcoiuzjelfwt,1
httpstcoiylcugabc,1
httpstcojdnzxdcmkl,1
httpstcojeplmzqkgw,1
httpstcojfnnx,1
httpstcojgwzzc,1
httpstcojhqpwmn,1
httpstcojjvjibia,1
httpstcojlgrprrk,1
httpstcojnbcvdcu,1
httpstcojndphllzq,1
httpstcojrcfcxly,1
httpstcojspuszona,1
httpstcojuhtsm,1
httpstcojvxqdoxnp,1
httpstcokjzuzmu,1
httpstcokpbbcgqxy,1
httpstcolguybxeze,1
httpstcoljnxpevhzn,1
httpstcolkldmvkbq,1
httpstcolmwxchw,1
httpstcolsahepdqhd,1
httpstcolxxtknfh,1
httpstcombkhbkzk,1
httpstcomhobzurmx,1
httpstcomkmemtadt,1
httpstcompylireqjh,1
httpstcomrbgfdhhva,1
httpstconjxmnrglo,1
httpstconkwecrba,1
httpstconlczawdohp,1
httpstconpakcugs,1
httpstconxbplje,1
httpstconxlxesny,1
httpstcooaloirijl,1
httpstcoodpranxq,1
httpstcooktcwyib,1
httpstcoolwcdxmbr,1
httpstcoprcbtvvy,1
httpstcoqbsowjxost,1
httpstcoqciiyo,1
httpstcoqqlevvwpmv,1
httpstcoquysrqfox,1
httpstcoqxbkobphe,1
httpstcoreufpzhbm,1
httpstcosabxcsncd,1
httpstcosedqrwgdkt,1
httpstcosxzuno,1
httpstcotajfchqh,1
httpstcotckqznmiqx,1
httpstcotdgjedllz,1
httpstcotdneoh,1
httpstcoteaexxpe,1
httpstcothfvwtnrps,1
httpstcotjjvpqhhqd,1
httpstcotkmqvwhqq,1
httpstcotohleqfk,1
httpstcotqmmtnx,1
httpstcottmrnfoxj,1
httpstcouoefjlop,1
httpstcouvmmrsrzy,1
httpstcovahhjacbfg,1
httpstcovkydwpxesn,1
httpstcovlkqflp,1
httpstcovlzlgvihzv,1
httpstcovmdmxi,1
httpstcovtppzyuy,1
httpstcovttzpis,1
httpstcovvpzqcxsnj,1
httpstcovxfuuit,1
httpstcovxtamnpk,1
httpstcowcqfptn,1
httpstcowmypnomjf,1
httpstcowqqhkoy,1
httpstcoxcngwstq,1
httpstcoxdgraexkkz,1
httpstcoxfnicwebeg,1
httpstcoxgwnont,1
httpstcoxklzuik,1
httpstcoxvnbliwpy,1
httpstcoycnclcbimv,1
httpstcoyejuscmlc,1
httpstcoyfajcusqa,1
httpstcoyvydncdndi,1
httpstcozbkvstl,1
httpstcozgczakeu,1
httpstcozjertkch,1
httpstcozmdgfbi,1
httpstcozqbxald,1
httpstcozwhthsvfsf,1
httpstkscoadpo,1
httpstkscoagn,1
httpstkscoaix,1
httpstkscoaktu,1
httpstkscoatglooks,1
httpstkscoawz,1
httpstkscobdqv,1
httpstkscobeu,1
httpstkscobkd,1
httpstkscoboh,1
httpstkscobsvh,1
httpstkscobue,1
httpstkscocetw,1
httpstkscocivx,1
httpstkscocmf,1
httpstkscocnu,1
httpstkscocols,1
httpstkscocqkr,1
httpstkscocqrm,1
httpstkscocsr,1
httpstkscocsu,1
httpstkscocyn,1
httpstkscoczg,1
httpstkscodedm,1
httpstkscodlz,1
httpstkscodqx,1
httpstkscodrhf,1
httpstkscodzu,1
httpstkscoe,1
httpstkscoedfp,1
httpstkscoeh,1
httpstkscoeik,1
httpstkscoeil,1
httpstkscoeovw,1
httpstkscoepx,1
httpstkscoexta,1
httpstkscoexvu,1
httpstkscofcm,1
httpstkscofdmm,1
httpstkscoffgj,1
httpstkscoffn,1
httpstkscofp,1
httpstkscofr,1
httpstkscofvvu,1
httpstkscofyco,1
httpstkscoga,1
httpstkscogbsh,1
httpstkscogcqd,1
httpstkscogft,1
httpstkscoggcq,1
httpstkscoghjc,1
httpstkscogls,1
httpstkscogoan,1
httpstkscogtc,1
httpstkscogx,1
httpstkscohcpj,1
httpstkscohvv,1
httpstkscoicj,1
httpstkscoifpo,1
httpstkscoiggh,1
httpstkscoipvj,1
httpstkscoirf,1
httpstkscoit,1
httpstkscoitr,1
httpstkscojawg,1
httpstkscojkuf,1
httpstkscojpbn,1
httpstkscojqfb,1
httpstkscojqt,2
httpstkscojqw,1
httpstkscojr,1
httpstkscojrmw,1
httpstkscojtdf,1
httpstkscojuu,1
httpstkscokj,1
httpstkscokkk,1
httpstkscokm,1
httpstkscoldx,1
httpstkscolpz,1
httpstkscoly,1
httpstkscomir,1
httpstkscomw,1
httpstksconbf,1
httpstksconfei,1
httpstksconv,1
httpstkscooi,1
httpstkscoony,1
httpstkscoow,1
httpstkscooxy,1
httpstkscopa,1
httpstkscophz,1
httpstkscopqy,1
httpstkscopvp,1
httpstkscoqfg,1
httpstkscoqjau,1
httpstkscoqsal,1
httpstkscoqta,1
httpstkscoqwff,1
httpstkscoqzzx,1
httpstkscorcet,1
httpstkscordu,1
httpstkscorebn,1
httpstkscorfh,1
httpstkscorjc,1
httpstkscorkkm,1
httpstkscorra,1
httpstkscors,1
httpstkscorus,1
httpstkscoseqc,1
httpstkscosiln,1
httpstkscosiyn,1
httpstkscosny,1
httpstkscospdf,1
httpstkscosz,1
httpstkscotad,1
httpstkscotboi,1
httpstkscotcse,1
httpstkscotju,1
httpstkscotmu,1
httpstkscotqp,1
httpstkscotrg,1
httpstkscotsr,1
httpstkscottah,1
httpstkscotvel,1
httpstkscotxx,1
httpstkscotzt,1
httpstkscour,1
httpstkscoxyf,1
httpstkscoyye,1
httpstkscozwe,1
huge,4
hun,1
hundreds,1
hunt,4
hurdl,1
hurdle,1
hurt,2
hurting,2
hyg,1
hznp,1
iaci,1
iag,2
ibb,2
ibio,1
ibm,2
ice,8
icoa,2
id,6
idcc,1
idea,3
ie,1
iff,1
ifhedieshedies,1
ige,1
ignore,2
igrid,1
ii,1
ill,1
illegal,2
ilmn,2
im,17
image,2
imagine,1
imho,1
imo,6
impacts,1
imperial,1
implement,1
implies,2
important,3
imporvement,2
impressed,2
impressive,4
improbe,1
improving,4
imrs,1
inbev,20
inbevs,4
inc,8
incentive,1
inches,1
incl,1
include,1
including,1
income,3
increase,8
increased,2
increases,10
increasing,1
incy,2
index,6
indexes,1
india,2
indicates,1
indicating,2
indicator,4
indicators,4
indices,2
industrial,1
industry,2
infected,2
infection,1
infrastructure,1
infringement,2
infusion,1
ingenious,1
initiated,2
injectable,2
inks,1
innovation,2
ino,5
inovio,3
inside,2
insiders,1
insight,1
inspection,1
instill,1
insurance,7
insurer,4
insurers,1
intact,3
intactevenif,1
intc,3
integrated,2
integration,2
intercontinental,3
interest,9
interested,2
interim,4
interims,2
intermediate,2
internal,2
internals,2
international,4
internet,2
intertek,2
intract,2
intraday,10
intu,1
intuitiv,1
intuitive,1
invalidated,2
inve,1
inverse,2
inverted,2
investigate,1
investigation,3
investing,4
investment,2
investor,5
investorplace,1
investors,12
involving,1
ip,1
ipad,4
iphone,7
ipo,12
ipscaling,1
iran,2
irdm,1
irelands,2
iressa,2
irish,2
iron,2
irregularitie,1
irregularities,1
isabel,2
ish,1
island,3
isnt,2
isolationism,2
isoray,1
isr,1
isrg,6
issue,3
issues,3
italy,2
itll,1
itv,7
ive,1
iwc,1
iwm,9
iyt,1
james,1
jan,4
january,2
japans,2
jd,1
jdst,1
je,1
jefferies,1
jeffries,2
jeopardy,1
jim,1
jimcramer,1
jkhy,1
jmho,1
jnk,1
jnpr,2
jnug,1
jobs,7
joe,1
joemccann,1
joerazorback,1
john,2
johnson,5
joins,6
joint,7
jointly,2
jones,2
journal,1
jp,2
jpmorgans,2
judge,3
julius,1
july,4
jumbo,1
jump,9
jumps,12
jun,1
june,1
junior,1
juniper,2
jury,2
justifies,1
jv,1
jwn,2
kaman,1
kantar,2
kara,2
kbkiwi,1
kcg,1
keep,9
keeping,3
keeps,3
keith,1
kengeter,1
kep,1
kept,1
key,12
kgc,1
killing,2
kinder,1
kindle,1
kinds,2
kingfisher,8
kings,1
kior,1
kipa,2
kirin,2
kirst,2
kitd,1
kjepeneter,1
kkd,1
kndi,3
knives,2
know,3
knows,1
ko,3
kong,3
kors,1
kraft,1
kraftheinz,1
labu,2
lack,1
lafarge,4
lags,4
laid,2
land,1
lands,2
langs,1
lansdown,2
large,5
largest,3
last,18
latch,1
lately,1
later,2
latest,2
launch,4
launches,4
laurence,2
law,4
lawsuit,4
lazada,2
lead,10
leader,2
leaders,2
leadership,1
leads,14
leaning,2
leap,4
leaps,3
least,2
leave,2
leaves,2
led,3
lee,2
leerink,1
left,1
leg,1
legal,11
lehman,4
lemann,1
lender,2
less,3
let,1
lets,9
letter,1
letting,4
leukaemia,1
level,11
levels,4
lewis,1
lg,2
liability,2
libyan,2
licenses,2
licensing,2
lidl,2
life,14
lift,6
lifted,2
lifts,11
light,2
like,39
likely,5
likes,1
liking,3
lilly,1
limit,2
limited,5
lin,1
line,16
lines,2
lingers,1
lingus,5
lining,2
linkedin,2
liquid,2
liquidations,1
liquidity,2
listing,4
little,8
lizard,1
lloyds,5
lloydspharmacy,2
lly,1
lmt,1
lng,3
lnkd,3
lnt,1
lo,1
loaded,2
loading,3
loan,1
locked,2
lockheed,1
loco,1
lol,9
london,12
long,100
longbow,1
longed,2
longer,2
longerterm,1
longpos,1
longs,3
longscongratsanother,2
lonmin,2
look,13
looked,2
looking,37
looks,34
looms,1
loooooongggggg,2
lose,2
losers,1
loses,2
losing,2
loss,10
losses,1
lost,4
lot,4
lots,6
louiebeene,1
lousy,2
love,4
lovin,1
low,15
lowcost,2
lowe,1
lower,30
lows,17
loyal,2
loyalty,5
lpg,1
lscc,1
lse,10
lsedeutsche,3
lt,1
lucky,2
lufthansa,2
lulu,4
lunchtime,1
lung,5
lures,1
luv,1
lvs,1
mac,2
macd,18
machines,2
macquarie,2
macrumors,1
